Title,Genre,ReleaseYear,Rating,Votes,RevenueMillions,MovieScore
Movie 9138,Comedy,2022,8.3,46593,113.68,100.58658456861176
Movie 9139,Action,2005,6.3,94224,263.52,98.50867715425261
Movie 9140,Comedy,2002,8.4,71522,1.14,94.00730458432174
Movie 9141,Comedy,1992,7.1,78864,54.98,85.55399894334319
Movie 9142,Drama,2012,4.8,35578,131.84,63.48565210470804
Movie 9143,Comedy,1985,6.0,13718,158.14,72.97322207395698
Movie 9144,Action,2011,5.7,41262,65.43,67.12101251368058
Movie 9145,Action,1989,8.1,14466,214.14,99.00896632829968
Movie 9146,Action,2012,6.7,7097,117.12,71.12470783248317
Movie 9147,Drama,1994,6.8,83214,266.68,103.70644371334163
Movie 9148,Horror,2017,7.8,43970,63.02,89.6940277166242
Movie 9150,Action,2002,7.5,91844,135.78,99.28693239435124
Movie 9151,Drama,2008,8.0,45445,17.31,87.52524069545395
Movie 9152,Action,1986,6.1,26299,11.58,63.239677730811714
Movie 9153,Drama,2022,4.6,28942,123.72,59.62818482479155
Movie 9154,Horror,2011,9.6,80037,297.14,138.1004652884406
Movie 9155,Action,1995,5.6,17772,99.67,64.76544009225596
Movie 9156,Drama,2017,8.4,50771,215.07,112.52184252426775
Movie 9157,Comedy,1996,8.8,8872,67.16,86.71476048415097
Movie 9158,Drama,2008,3.6,71523,62.92,46.53203801210233
Movie 9159,Horror,2003,6.4,91090,155.91,88.67653142932525
Movie 9160,Action,1995,7.6,86706,171.62,103.57620322242201
Movie 9161,Action,2001,8.4,77227,222.82,116.81994586226794
Movie 9162,Comedy,2005,6.9,8301,135.01,75.7683369274296
Movie 9163,Drama,2003,4.9,99121,100.19,66.38912279894386
Movie 9164,Horror,1980,6.2,68678,72.59,76.3096322786803
Movie 9165,Comedy,1991,2.9,19324,202.17,48.8375491330213
Movie 9166,Horror,1984,4.7,99169,147.03,68.7745768924468
Movie 9167,Horror,2008,8.2,38552,225.11,109.10127141519706
Movie 9168,Comedy,2022,9.0,4606,14.7,77.38798948442324
Movie 9169,Drama,2021,6.3,45540,242.26,91.8021202779938
Movie 9170,Action,2013,8.4,80782,104.93,105.40898334119915
Movie 9171,Comedy,1987,7.9,86575,206.82,110.49534556707188
Movie 9172,Comedy,2019,7.4,62569,9.18,82.64390494654384
Movie 9173,Horror,1994,5.8,34419,294.44,90.03307980464008
Movie 9174,Horror,1999,3.4,91190,31.96,42.02641905573978
Movie 9175,Horror,2003,5.4,42742,158.75,73.45498787864477
Movie 9176,Horror,2008,7.7,71609,201.1,106.18822306160759
Movie 9177,Drama,2007,6.2,5972,86.43,62.55202847494031
Movie 9178,Action,2013,7.6,39127,116.33,91.99991137686587
Movie 9179,Action,2009,4.4,52825,124.76,60.324938600037285
Movie 9180,Horror,1990,7.6,28416,56.93,83.62904555826742
Movie 9181,Horror,2006,7.8,31701,15.27,82.36725338499113
Movie 9182,Horror,1989,5.6,90946,299.76,93.91698031017516
Movie 9183,Comedy,1980,8.8,37636,239.94,116.70853741509256
Movie 9184,Horror,1997,5.4,16506,187.97,71.23931498667672
Movie 9185,Comedy,1997,3.3,28783,283.67,62.249997355428036
Movie 9186,Action,2023,6.4,47081,189.36,87.79773466467537
Movie 9187,Comedy,2015,5.3,54520,181.59,75.96260850593626
Movie 9188,Horror,1982,5.0,37827,95.54,62.25802424067702
Movie 9189,Horror,2022,7.0,79080,86.72,87.6195954583887
Movie 9190,Action,1983,6.1,97124,119.32,81.98289993478669
Movie 9191,Drama,2014,6.3,40846,115.97,78.48780854652681
Movie 9192,Action,2004,6.0,48965,242.9,89.08328875218379
Movie 9193,Horror,2021,4.2,70097,260.67,72.92912807616986
Movie 9194,Horror,2012,6.4,65708,206.47,91.64214356091077
Movie 9195,Action,2003,3.2,73185,242.38,60.080430159446024
Movie 9196,Action,2006,8.3,13603,29.76,81.97638891285482
Movie 9197,Drama,2015,4.5,34566,113.33,58.3609463691705
Movie 9198,Comedy,1986,7.9,20052,86.14,86.87245897506857
Movie 9199,Action,2012,5.1,71210,59.05,62.88935315723022
Movie 9200,Horror,2005,4.7,89907,284.05,82.01574836004417
Movie 9201,Comedy,2023,7.0,66605,4.75,78.22084959792491
Movie 9202,Comedy,2000,8.2,95029,278.6,121.84797286368395
Movie 9203,Horror,2000,7.4,91333,283.5,112.87486012999693
Movie 9204,Comedy,1982,8.0,90816,164.84,107.8168141738771
Movie 9205,Drama,2005,4.6,76606,203.99,72.13264118268106
Movie 9206,Drama,2017,8.2,16019,207.32,100.12106440910327
Movie 9207,Action,1994,5.9,11292,177.72,72.83043622796967
Movie 9208,Horror,2009,6.1,91901,285.97,98.31071623244492
Movie 9209,Comedy,1992,7.7,24049,191.15,96.79175512161109
Movie 9210,Action,1986,4.5,45942,168.03,65.11120549505792
Movie 9211,Horror,2023,7.5,33482,245.48,102.68894844742869
Movie 9212,Action,2021,7.5,86304,25.39,87.78132109615592
Movie 9213,Drama,1994,6.3,32154,42.94,69.67743640298447
Movie 9214,Action,2000,6.3,58774,150.2,84.2032728024721
Movie 9215,Comedy,1996,6.2,29838,144.26,78.30814355848923
Movie 9216,Drama,2023,5.0,63580,144.23,69.72334981278763
Movie 9217,Action,2001,7.0,80895,217.41,100.84743760646532
Movie 9218,Comedy,1993,4.8,38964,212.84,72.02201161413277
Movie 9219,Action,1987,5.8,51369,278.8,90.79149581607561
Movie 9220,Comedy,2019,7.9,35829,232.39,106.08267240136209
Movie 9221,Action,2014,6.4,6903,178.47,74.4220798896849
Movie 9223,Comedy,1992,5.7,45500,48.56,65.99129062150118
Movie 9224,Horror,1999,5.0,90063,243.87,81.42837903851904
Movie 9225,Comedy,1996,4.0,66785,150.33,59.46999502688512
Movie 9226,Drama,1981,7.2,19529,221.98,93.33189057186922
Movie 9227,Action,1986,8.1,72093,92.54,99.85838142666275
Movie 9228,Comedy,2021,6.1,39495,232.1,87.77212354762605
Movie 9229,Horror,1998,4.4,14678,50.99,47.31336199181183
Movie 9230,Horror,1982,3.9,83862,259.47,70.16106519657573
Movie 9231,Drama,2020,6.0,41563,225.03,86.31293812183522
Movie 9232,Drama,1985,6.7,14010,169.44,80.91290669628725
Movie 9233,Drama,1991,7.1,66464,241.8,103.02145848334206
Movie 9234,Drama,2014,7.1,1002,115.41,60.60733059452974
Movie 9235,Drama,1983,7.9,92595,149.87,105.33140966294027
Movie 9236,Drama,2009,9.5,15706,91.79,100.9666866425088
Movie 9237,Drama,1987,7.1,54013,274.73,104.84168971354696
Movie 9238,Drama,2005,6.0,84331,103.27,78.3821000118393
Movie 9239,Comedy,1995,5.3,5563,8.82,46.58958453112967
Movie 9240,Action,2000,7.6,57279,137.64,97.02737169242239
Movie 9241,Comedy,2020,6.0,36382,266.63,89.6741414693836
Movie 9242,Comedy,2013,8.3,77087,128.17,106.21443411494116
Movie 9243,Drama,2015,8.4,80614,248.39,119.73749612934185
Movie 9244,Comedy,1983,5.4,99651,18.03,63.95397273670114
Movie 9245,Drama,2000,7.6,86506,174.42,103.83865267020929
Movie 9246,Action,2000,6.4,67929,45.59,75.76689146998622
Movie 9247,Horror,1982,6.2,73423,123.42,81.8068380471346
Movie 9248,Horror,2020,5.2,2381,272.57,67.69061789955927
Movie 9249,Horror,2015,9.8,35823,149.14,117.68045872061766
Movie 9250,Drama,2018,7.3,81474,229.11,105.45977597705206
Movie 9251,Action,2000,5.8,45931,261.41,88.40352046119727
Movie 9252,Comedy,2012,4.7,52505,238.08,74.89080882049026
Movie 9253,Horror,2017,6.8,57502,25.44,77.06922831549481
Movie 9254,Drama,1988,6.3,54561,203.42,89.05668557704304
Movie 9255,Horror,2004,6.4,82145,253.06,97.73002195751559
Movie 9256,Horror,1980,6.4,94724,115.55,84.89089270967554
Movie 9257,Drama,1999,8.0,56506,190.5,106.58695842612511
Movie 9258,Drama,1992,6.3,38776,67.05,73.2681701679458
Movie 9259,Drama,2018,8.7,37565,116.08,103.25253558526828
Movie 9260,Action,2012,7.2,17266,61.55,76.4021775997695
Movie 9261,Comedy,1999,3.9,91105,159.83,60.52013787680188
Movie 9262,Drama,1999,7.5,74336,83.46,92.4687306593389
Movie 9263,Horror,2007,5.1,64805,298.81,86.3846827002973
Movie 9264,Action,1983,5.7,68107,272.88,90.72244476938106
Movie 9265,Horror,2014,7.2,15983,166.1,86.301273206396
Movie 9266,Comedy,1997,6.6,49348,150.84,86.4080403561299
Movie 9267,Comedy,1995,8.2,25897,218.89,105.21675240195603
Movie 9268,Action,1998,7.2,1399,75.38,59.69643811234412
Movie 9269,Drama,2003,6.7,54788,77.21,80.82633964316302
Movie 9270,Comedy,2005,6.8,2911,212.63,75.50384878335271
Movie 9271,Horror,1998,6.9,85086,243.51,102.67586383590245
Movie 9272,Drama,2007,7.8,96940,276.53,117.21149103504158
Movie 9273,Action,1994,6.3,12024,189.38,78.12488149833595
Movie 9274,Drama,1983,6.5,10477,201.03,80.27371514979308
Movie 9275,Drama,2011,6.4,92807,216.2,94.82504398051356
Movie 9276,Horror,2002,5.5,7602,229.88,72.1376400187564
Movie 9277,Drama,2021,5.0,49931,41.59,58.25108679385471
Movie 9278,Drama,2002,4.7,63710,67.32,58.72392880221892
Movie 9279,Drama,1980,6.3,24340,247.25,88.35447993709106
Movie 9280,Comedy,2008,7.5,65754,209.66,104.16868244582048
Movie 9281,Horror,1981,6.4,78689,225.69,94.71793671378579
Movie 9282,Action,2002,6.2,62902,35.84,72.08996464508945
Movie 9283,Comedy,1985,6.8,66306,86.22,84.11594510880273
Movie 9284,Action,2007,6.7,34981,211.8,91.27934578052896
Movie 9287,Drama,1987,7.5,97618,267.77,112.94320569189628
Movie 9288,Action,1994,7.8,39495,204.07,102.96184650352185
Movie 9289,Action,2018,5.9,83548,96.99,76.56481253391892
Movie 9290,Horror,2019,7.0,23135,6.51,70.99501587470944
Movie 9291,Drama,2016,6.1,88451,238.66,93.34631339696146
Movie 9292,Action,1999,6.3,55033,204.32,89.20095066673385
Movie 9293,Drama,2013,6.9,52488,150.98,90.08967642943738
Movie 9294,Comedy,2011,4.6,30812,186.26,66.170183006036
Movie 9295,Drama,2016,5.1,21659,182.77,69.1914348548304
Movie 9296,Drama,1982,4.6,95391,258.79,78.62144998379787
Movie 9297,Horror,1983,6.1,92458,262.08,95.9585755501753
Movie 9298,Drama,2021,4.6,91088,294.55,81.98512471581554
Movie 9299,Horror,1989,6.0,28425,247.96,86.32635698979374
Movie 9300,Drama,1996,6.4,50656,192.72,88.60212930229756
Movie 9301,Drama,2012,5.3,86488,299.1,90.15919434117815
Movie 9302,Drama,2015,7.7,37050,14.33,82.43738978103242
Movie 9303,Horror,2014,5.2,10783,285.6,76.84625793239087
Movie 9304,Action,1998,7.5,87785,46.31,90.00092985204662
Movie 9305,Horror,2004,6.7,82385,208.01,96.63944435028371
Movie 9306,Horror,2007,6.5,96357,297.69,104.36186705658582
Movie 9307,Action,1992,8.1,11689,109.21,86.78956134117553
Movie 9308,Drama,1989,5.9,98382,213.31,89.16107749293475
Movie 9309,Horror,1992,8.5,37806,238.14,113.40612117200973
Movie 9310,Drama,1990,5.5,37033,147.65,72.62275428728769
Movie 9311,Horror,2007,5.9,30529,158.52,76.77814400580066
Movie 9312,Action,1981,5.1,9826,289.32,75.81573378964838
Movie 9313,Comedy,1987,6.1,18674,18.84,61.8771401610062
Movie 9314,Drama,2014,4.4,51964,298.27,77.6036330536991
Movie 9315,Comedy,1992,8.8,67138,299.88,127.79577931031614
Movie 9316,Horror,1981,5.4,95522,254.73,87.39546060990943
Movie 9317,Horror,2017,9.0,36040,46.65,99.09671212456654
Movie 9318,Horror,2012,7.3,18998,33.73,75.29363386384715
Movie 9319,Drama,2020,4.5,81787,121.3,63.03348615653326
Movie 9320,Action,1991,7.0,77861,146.18,93.45685315575699
Movie 9321,Action,2012,9.9,54691,22.05,110.20877998174683
Movie 9322,Horror,2003,7.8,17680,1.05,76.3909179862891
Movie 9323,Horror,1990,7.8,80930,159.43,104.09354730641188
Movie 9324,Comedy,1996,5.4,774,30.51,38.97646035850808
Movie 9325,Action,1985,7.0,93023,77.83,87.86728962351022
Movie 9326,Drama,1993,6.9,28093,95.03,80.1818480347969
Movie 9327,Drama,2022,4.8,59479,135.67,66.33529792275563
Movie 9328,Comedy,2022,8.4,30728,30.04,89.80088175007901
Movie 9329,Horror,2018,5.6,17117,22.79,56.86716059447271
Movie 9330,Drama,1991,7.9,67016,147.8,102.57034262050307
Movie 9331,Horror,1991,6.2,52855,114.0,78.82702438500029
Movie 9332,Action,2011,5.0,34867,252.5,77.54662391065733
Movie 9333,Drama,1986,7.4,20374,209.64,94.38727314200707
Movie 9334,Action,2011,8.0,84751,266.75,117.45487699027446
Movie 9335,Drama,2010,4.9,38541,206.88,72.42956879031354
Movie 9336,Drama,2012,7.5,60320,219.62,104.51776685595318
Movie 9337,Comedy,1996,6.2,27418,190.86,82.4437471928711
Movie 9338,Drama,2014,5.9,67786,68.96,72.5283417192727
Movie 9339,Comedy,2017,6.1,63315,284.35,95.87594937891433
Movie 9340,Horror,1990,9.4,28684,39.05,100.38781840013813
Movie 9341,Drama,2010,4.3,8620,68.14,45.78041237470268
Movie 9342,Comedy,2016,5.8,29182,215.4,81.17178143622942
Movie 9343,Action,2008,9.8,988,224.1,89.99760444990258
Movie 9344,Comedy,1994,5.5,70481,253.07,86.70411950378568
Movie 9345,Action,1990,5.3,57894,105.99,68.72084741144577
Movie 9346,Drama,1995,6.0,12676,244.41,81.12626764163237
Movie 9347,Horror,1991,6.2,34365,191.97,83.95490249154147
Movie 9348,Drama,1983,8.1,47619,233.97,110.64216577233091
Movie 9349,Horror,2021,4.8,49860,200.61,71.9825731825616
Movie 9350,Horror,2005,6.9,47096,41.3,78.37375562758815
Movie 9351,Action,1987,5.9,7430,292.69,81.85815273712907
Movie 9352,Comedy,1989,4.7,63505,177.52,69.72878144244835
Movie 9353,Action,2004,5.5,10178,56.14,56.36845129398787
Movie 9354,Horror,1991,5.2,68035,247.93,82.6575197303367
Movie 9355,Action,2007,9.8,77669,163.38,126.6881987418542
Movie 9356,Horror,2014,6.7,19291,144.41,80.55288673396538
Movie 9357,Drama,2014,3.9,4818,130.23,46.0962546948973
Movie 9358,Comedy,1997,4.1,92504,245.37,71.42057370198418
Movie 9359,Horror,1996,4.8,13013,211.7,66.64414870426366
Movie 9360,Drama,1994,4.7,68711,130.84,65.43109193659649
Movie 9361,Comedy,2009,7.0,77289,271.38,105.92523902070641
Movie 9362,Drama,1983,6.3,98524,101.15,82.55281329299818
Movie 9363,Horror,1993,6.5,27681,200.05,86.4904947994682
Movie 9364,Action,2005,4.1,88229,67.54,53.44357951288621
Movie 9365,Horror,1994,5.9,59873,210.56,85.95598603536297
Movie 9366,Drama,2003,8.1,47160,278.5,115.01671272657981
Movie 9367,Drama,2006,7.0,25590,5.68,71.61797204308549
Movie 9368,Action,1981,3.8,91647,264.57,69.874699637345
Movie 9369,Action,1987,8.5,94233,187.21,116.07605880182076
Movie 9370,Action,1983,7.9,95022,90.12,99.56080654769039
Movie 9371,Action,1982,6.3,36557,108.9,77.08192851270225
Movie 9372,Action,2002,5.6,11843,93.86,61.911629459640295
Movie 9373,Comedy,2013,5.8,43329,287.85,90.70928298545695
Movie 9374,Comedy,1988,7.5,53774,276.74,109.36822965601948
Movie 9375,Drama,2020,7.1,62681,117.03,90.1283901888655
Movie 9376,Comedy,2016,5.6,47749,280.85,88.4179123370897
Movie 9377,Comedy,2022,7.4,80809,111.38,94.75693439428346
Movie 9378,Action,1995,5.1,28951,89.72,61.36631228274224
Movie 9379,Drama,2000,8.7,58137,6.17,96.06100053202852
Movie 9380,Action,2022,5.9,70020,279.8,93.80364780863891
Movie 9381,Comedy,1980,3.4,21290,270.93,60.977535072456504
Movie 9382,Comedy,1990,9.4,18359,183.71,110.65953884324014
Movie 9383,Horror,2014,5.8,16804,275.23,83.9537040929234
Movie 9384,Comedy,1999,6.5,12867,169.16,78.42224277433296
Movie 9385,Drama,2005,3.2,47604,246.45,59.11121784550333
Movie 9386,Horror,1999,4.4,78331,50.11,54.5933305253616
Movie 9387,Action,2016,5.2,89215,149.74,74.24784150833673
Movie 9388,Action,2012,6.7,42656,249.6,96.38834266263206
Movie 9389,Comedy,1980,6.5,19310,148.74,79.0187960446847
Movie 9390,Action,2001,6.1,89526,120.26,81.58000276194785
Movie 9391,Drama,1989,6.1,28533,278.6,90.43899498981602
Movie 9392,Action,2013,7.1,2339,139.94,69.0751340792974
Movie 9393,Horror,2009,3.7,67456,169.45,58.08620885626833
Movie 9394,Action,2008,6.8,52237,285.21,102.39324525297194
Movie 9395,Drama,2007,9.5,86743,269.16,134.93780704594417
Movie 9396,Action,2023,9.6,61322,217.9,127.61953845249363
Movie 9397,Comedy,1998,8.6,92327,110.79,109.40368350466207
Movie 9398,Drama,2008,6.0,62683,193.23,85.59816906385865
Movie 9400,Drama,1999,6.9,37019,243.69,96.95157374427967
Movie 9401,Drama,2014,4.9,44342,255.5,77.9785796854129
Movie 9402,Drama,2006,4.9,31223,125.77,63.286817313416215
Movie 9403,Comedy,2015,4.9,98690,5.93,56.94177027568263
Movie 9404,Horror,2006,2.6,76704,94.87,38.73107765312507
Movie 9405,Horror,2002,7.0,35118,264.03,99.66848301477697
Movie 9406,Horror,1986,6.5,57402,60.81,77.30703699737671
Movie 9407,Drama,2013,8.2,19615,226.45,103.69462687763468
Movie 9408,Horror,1991,8.3,42876,215.1,110.03855389406809
Movie 9409,Drama,2006,8.7,93976,140.05,113.62700654901795
Movie 9410,Action,2020,9.2,84184,61.12,110.44710274124547
Movie 9411,Drama,2009,7.2,53085,76.74,86.0076133366801
Movie 9412,Comedy,1980,6.7,10680,257.09,87.85968566530096
Movie 9413,Comedy,2017,9.0,93878,155.6,118.60785798210972
Movie 9414,Comedy,2009,7.4,5291,113.36,74.78324128673788
Movie 9415,Action,1986,6.7,85408,146.28,90.70788529629313
Movie 9416,Horror,2005,8.3,27998,67.69,91.76036981614102
Movie 9417,Drama,1998,6.2,85146,253.59,95.74223361186458
Movie 9418,Horror,2022,7.8,71006,12.97,88.42716319316078
Movie 9419,Action,2011,4.7,85075,50.68,58.41911119208185
Movie 9420,Horror,1989,3.4,22874,102.42,44.37051962648866
Movie 9421,Action,2020,6.5,33699,196.1,87.37414525621294
Movie 9422,Action,2016,7.8,78295,265.02,114.3943640018241
Movie 9423,Action,1994,6.6,80997,207.1,95.30438629714533
Movie 9424,Drama,1985,7.6,20371,189.9,94.39656682883415
Movie 9425,Drama,2019,8.5,99471,282.64,126.0788675503275
Movie 9426,Comedy,2021,6.6,96884,244.47,100.2234479150889
Movie 9428,Comedy,1984,5.6,68345,193.62,81.70309458151661
Movie 9429,Action,2004,3.9,99358,197.05,64.58032984754725
Movie 9430,Drama,1992,8.1,20347,184.03,98.76097703813551
Movie 9431,Comedy,2016,7.2,19641,71.67,78.34206294996758
Movie 9432,Comedy,1991,7.1,94272,115.92,92.91504576232396
Movie 9433,Comedy,1984,6.0,36445,223.23,85.34452195227601
Movie 9434,Comedy,2016,3.2,55066,252.58,60.19017889488432
Movie 9435,Action,1994,6.0,68587,283.2,95.13523722779246
Movie 9436,Drama,1985,6.5,20782,142.57,78.87928905482399
Movie 9437,Drama,2019,7.2,89920,21.8,84.30814485964729
Movie 9438,Action,1984,7.7,19791,279.74,104.15035482866848
Movie 9439,Comedy,2021,6.1,42280,158.92,80.86976785845083
Movie 9440,Action,2003,3.7,40715,72.83,46.55619273391726
Movie 9441,Horror,2000,6.5,43610,122.7,81.70992049211382
Movie 9442,Horror,1995,4.7,89342,123.6,65.94111941745193
Movie 9443,Comedy,1988,7.6,68634,173.46,101.98383994641178
Movie 9444,Action,1987,8.4,875,129.77,69.89007516386569
Movie 9445,Drama,2014,4.3,23341,252.63,68.51244124548089
Movie 9446,Drama,2013,7.2,32498,252.79,100.07954511001847
Movie 9447,Comedy,2007,4.8,41062,54.93,56.48274120822218
Movie 9448,Horror,1992,8.7,17455,83.75,93.35171676023381
Movie 9449,Drama,1984,6.7,61558,186.68,92.55393400149279
Movie 9450,Comedy,2015,9.6,4250,258.43,106.05013147224439
Movie 9451,Comedy,2021,6.9,94259,164.06,95.43730418329628
Movie 9452,Horror,2007,3.6,22139,212.86,57.30450834254547
Movie 9453,Action,2005,4.8,65375,3.75,53.59697038856327
Movie 9454,Horror,1987,4.9,94278,73.02,63.42666737642286
Movie 9455,Action,1987,5.3,55329,279.91,85.87267384022843
Movie 9456,Action,2003,5.5,30506,143.07,71.09841294452585
Movie 9457,Action,2011,5.8,11185,127.6,66.8300259972129
Movie 9458,Action,1994,4.6,44762,8.81,50.14303104781924
Movie 9459,Comedy,1992,5.8,14872,130.1,68.73235605203708
Movie 9460,Drama,2020,6.9,62603,298.47,106.05463272439172
Movie 9461,Action,2021,6.3,8061,197.24,76.3919767451658
Movie 9462,Drama,2010,3.5,2849,232.16,51.058759956419436
Movie 9463,Drama,1989,7.8,57192,175.52,102.99465697960272
Movie 9464,Drama,1980,7.7,49561,61.31,89.37554361341529
Movie 9465,Horror,2013,7.1,78396,235.02,103.51574067613171
Movie 9466,Action,2016,6.7,40581,120.29,83.1232353134347
Movie 9467,Horror,2007,5.0,92816,198.89,77.08092545826143
Movie 9468,Action,1991,4.2,17802,249.91,66.09691349790043
Movie 9469,Horror,2015,5.1,49702,262.85,81.43548491942379
Movie 9470,Horror,2004,7.0,40033,190.75,93.25739060435457
Movie 9471,Action,1992,6.5,1308,127.32,59.38262197841435
Movie 9472,Horror,1984,9.2,75126,218.9,125.17780470276969
Movie 9473,Comedy,2004,7.5,31014,228.5,100.41669678055413
Movie 9474,Drama,1992,7.2,88089,46.11,86.59102294634766
Movie 9475,Action,2018,5.5,95817,161.36,79.22213210762537
Movie 9476,Horror,2009,5.4,39572,194.72,76.63587267119196
Movie 9477,Comedy,2000,6.6,54271,117.33,83.68464054640039
Movie 9478,Comedy,2021,6.3,32265,210.9,86.49514673632437
Movie 9479,Comedy,2011,5.0,10624,130.8,59.434824968963085
Movie 9480,Comedy,1997,7.0,70403,235.01,101.63503751099702
Movie 9481,Action,1998,7.0,7290,190.18,81.27877192864501
Movie 9482,Comedy,2005,7.3,61118,177.58,98.20821985588506
Movie 9483,Horror,2007,4.7,64281,55.29,57.56286418624779
Movie 9484,Horror,1980,7.6,11883,27.04,74.01440659802698
Movie 9485,Drama,1983,8.3,53625,115.17,101.90225122382328
Movie 9486,Drama,2019,6.7,60738,258.34,99.63008654148697
Movie 9487,Action,1981,7.4,86804,281.76,112.32450431980277
Movie 9488,Drama,1993,7.3,45062,49.41,83.16646256456299
Movie 9489,Action,1987,6.6,79913,14.47,75.95246181383196
Movie 9490,Comedy,1993,5.6,40862,24.82,61.94268960784652
Movie 9491,Comedy,1996,5.5,60259,61.89,66.72433096976361
Movie 9492,Action,2011,4.9,8881,200.04,64.55373197567502
Movie 9493,Comedy,2003,7.1,96218,290.35,110.503113068683
Movie 9494,Comedy,1993,8.3,56390,158.82,106.68453825736306
Movie 9495,Horror,2016,4.9,17032,175.61,65.30124879751683
Movie 9496,Action,2014,4.0,28982,83.4,49.43785892074247
Movie 9497,Horror,2019,6.1,19923,8.29,61.21704991657836
Movie 9498,Drama,2022,8.2,88012,125.42,105.90096644054427
Movie 9499,Comedy,2010,5.6,23232,62.27,62.525642180341606
Movie 9500,Drama,2020,5.8,86343,40.71,69.99434865973005
Movie 9501,Comedy,1986,5.7,79265,120.03,76.30221801540654
Movie 9502,Action,2005,5.9,57579,85.61,73.2304903285804
Movie 9503,Comedy,2001,7.6,39963,253.92,105.9195808916821
Movie 9504,Action,1992,7.3,31558,199.94,95.61918284809207
Movie 9505,Drama,2004,7.3,57317,188.35,98.81650092333587
Movie 9506,Comedy,2022,6.6,9445,157.19,76.13108789301
Movie 9507,Drama,1987,8.5,58287,167.39,110.01078791361093
Movie 9508,Drama,2020,4.2,85423,236.24,71.31660595710787
Movie 9509,Drama,1991,8.1,24263,270.13,108.79666729988418
Movie 9510,Drama,1995,5.7,83076,272.41,91.80788205511688
Movie 9511,Action,1982,3.8,26868,38.65,42.620168241824736
Movie 9512,Drama,2019,7.4,3243,194.51,79.27676187274125
Movie 9513,Action,1998,6.1,17807,236.34,83.33715874844349
Movie 9514,Comedy,2020,5.5,41983,144.71,73.01874129767069
Movie 9515,Horror,2018,5.7,96998,182.11,83.66099890447796
Movie 9516,Comedy,1989,7.7,37198,167.26,97.76108611798205
Movie 9517,Horror,1994,6.3,48533,70.39,75.01612513214984
Movie 9518,Drama,1991,5.6,16907,212.33,75.75203610544541
Movie 9519,Comedy,2018,6.1,34964,135.45,77.3638273248416
Movie 9520,Comedy,1991,5.4,4277,128.43,57.993700804068695
Movie 9521,Comedy,1984,7.8,89816,297.25,118.68813045841259
Movie 9522,Horror,1995,6.3,70112,200.16,90.31054008267895
Movie 9523,Horror,1983,5.0,32173,139.15,65.80956975975127
Movie 9524,Horror,2000,6.7,81714,219.3,97.71365217893197
Movie 9525,Comedy,1986,6.7,32728,3.38,69.99131265392731
Movie 9526,Action,2022,10.1,59073,173.7,128.33411636020244
Movie 9527,Horror,1983,5.7,75425,195.3,83.54617173621446
Movie 9528,Action,1986,7.1,93492,232.93,104.55705710776436
Movie 9529,Action,1981,5.6,78192,50.51,68.14583828737757
Movie 9530,Comedy,2013,6.3,92286,251.92,97.2177489626558
Movie 9531,Comedy,2019,5.5,42222,205.35,79.11396206387124
Movie 9532,Comedy,1998,3.2,14283,261.9,56.80406498788588
Movie 9533,Horror,1980,7.2,64822,56.64,85.43579345498125
Movie 9534,Horror,2011,6.8,20451,180.1,85.50568450215926
Movie 9535,Horror,1996,7.1,32447,33.77,77.12749801735107
Movie 9536,Comedy,1987,6.5,87610,254.66,99.44030195881302
Movie 9537,Comedy,1985,5.9,62897,215.2,86.7106909095157
Movie 9538,Comedy,2004,6.2,41753,72.37,73.20221331125201
Movie 9539,Horror,2004,7.9,39835,296.91,113.3719578099071
Movie 9540,Drama,2000,8.1,94979,202.08,113.04551513903522
Movie 9541,Comedy,1999,6.8,6376,107.74,70.34508071494385
Movie 9542,Comedy,1988,5.2,94368,13.73,60.93883312353094
Movie 9543,Horror,2002,6.5,8088,73.49,65.8376925546167
Movie 9544,Drama,1995,7.1,17233,141.42,83.39994013617795
Movie 9545,Action,1997,6.1,65222,112.55,78.87696142331754
Movie 9546,Comedy,1991,7.5,99837,138.41,100.17578113513495
Movie 9547,Action,1992,6.7,91729,55.71,82.1292518819748
Movie 9548,Drama,1997,7.6,69446,180.51,102.77822554535965
Movie 9549,Horror,2019,6.3,94031,107.79,82.9227597017703
Movie 9550,Horror,2001,4.6,24366,39.33,50.39753116958706
Movie 9551,Comedy,1980,6.2,47605,2.17,66.99542731271515
Movie 9552,Drama,1980,7.6,98240,185.55,105.91835981086516
Movie 9553,Action,2013,6.7,2585,206.52,73.29971264752308
Movie 9554,Action,1981,7.7,87428,180.16,105.63108382078698
Movie 9555,Drama,2010,4.9,49678,42.69,57.254354179143455
Movie 9556,Action,2021,8.6,2196,298.78,96.05369342250764
Movie 9557,Comedy,1981,6.4,58217,19.04,72.12447913122146
Movie 9558,Action,2021,5.3,75034,57.69,65.26526273674948
Movie 9559,Horror,1999,6.5,98477,219.16,96.65032493773992
Movie 9560,Comedy,2019,5.4,19323,39.69,57.26215687864121
Movie 9561,Comedy,2018,3.8,22089,269.77,64.98794512637382
Movie 9562,Action,2017,6.6,90988,13.28,76.69005973387281
Movie 9563,Action,1998,7.3,2888,101.23,68.29425961340351
Movie 9564,Action,1980,6.3,23402,246.34,88.01590283901547
Movie 9565,Horror,2003,6.9,31509,128.94,84.36461561978412
Movie 9566,Action,1997,4.6,87455,126.62,65.00489900814786
